CODIGO;NOMBRE;FECHA;VARIABLE;ABCISADO;VALOR
31097010;GUAYARE;20/11/2009;COTA;0;93.223
31097010;GUAYARE;20/11/2009;COTA;0;92
31097010;GUAYARE;20/11/2009;COTA;0;91.531
31097010;GUAYARE;20/11/2009;COTA;0;90.52
31097010;GUAYARE;20/11/2009;COTA;0;90.533
31097010;GUAYARE;20/11/2009;COTA;58;88.455
31097010;GUAYARE;20/11/2009;COTA;71.7;82.86
31097010;GUAYARE;20/11/2009;COTA;80;78.22
31097010;GUAYARE;20/11/2009;COTA;100;76.68
31097010;GUAYARE;20/11/2009;COTA;130;75.15
31097010;GUAYARE;20/11/2009;COTA;160;73.71
31097010;GUAYARE;20/11/2009;COTA;190;74.49
31097010;GUAYARE;20/11/2009;COTA;220;75.51
31097010;GUAYARE;20/11/2009;COTA;260;76.39
31097010;GUAYARE;20/11/2009;COTA;300;77.36
31097010;GUAYARE;20/11/2009;COTA;350;78.02
31097010;GUAYARE;20/11/2009;COTA;400;78.91
31097010;GUAYARE;20/11/2009;COTA;460;79.26
31097010;GUAYARE;20/11/2009;COTA;530;79.81
31097010;GUAYARE;20/11/2009;COTA;600;79.96
31097010;GUAYARE;20/11/2009;COTA;670;80.11
31097010;GUAYARE;20/11/2009;COTA;740;80.36
31097010;GUAYARE;20/11/2009;COTA;800;79.47
31097010;GUAYARE;20/11/2009;COTA;848;78.76
31097010;GUAYARE;20/11/2009;COTA;888;77.72
31097010;GUAYARE;20/11/2009;COTA;928;77.21
31097010;GUAYARE;20/11/2009;COTA;968;77.11
31097010;GUAYARE;20/11/2009;COTA;1008;77.29
31097010;GUAYARE;20/11/2009;COTA;1048;74.46
31097010;GUAYARE;20/11/2009;COTA;1078.68;82.86
31097010;GUAYARE;20/11/2009;COTA;1084;85.569
31097010;GUAYARE;20/11/2009;COTA;1091;86.301
31097010;GUAYARE;20/11/2009;COTA;1095;90.726
31097010;GUAYARE;20/11/2009;COTA;1110;90.483
31097010;GUAYARE;20/11/2009;COTA;1125;89.961
31097010;GUAYARE;20/11/2009;COTA;1150;89.063
31097010;GUAYARE;20/11/2009;COTA DESB IZQ;nan;90.726
31097010;GUAYARE;18/11/2011;COTA CERO;nan;76.53
31097010;GUAYARE;18/11/2011;COTA;0;92
31097010;GUAYARE;18/11/2011;COTA;11.8;90.227
31097010;GUAYARE;18/11/2011;COTA;20;89.279
31097010;GUAYARE;18/11/2011;COTA;24;88.34
31097010;GUAYARE;18/11/2011;COTA;26.5;87.5
31097010;GUAYARE;18/11/2011;COTA;30;85.952
31097010;GUAYARE;18/11/2011;COTA;31;86.53
31097010;GUAYARE;18/11/2011;COTA;31;85.762
31097010;GUAYARE;18/11/2011;COTA;32.5;85.29
31097010;GUAYARE;18/11/2011;COTA;32.5;85.29
31097010;GUAYARE;18/11/2011;COTA;50;75.24
31097010;GUAYARE;18/11/2011;COTA;100;75.64
31097010;GUAYARE;18/11/2011;COTA;150;74.24
31097010;GUAYARE;18/11/2011;COTA;200;74.54
31097010;GUAYARE;18/11/2011;COTA;250;75.59
31097010;GUAYARE;18/11/2011;COTA;300;77.96
31097010;GUAYARE;18/11/2011;COTA;350;78.59
31097010;GUAYARE;18/11/2011;COTA;400;78.89
31097010;GUAYARE;18/11/2011;COTA;450;79.49
31097010;GUAYARE;18/11/2011;COTA;500;79.44
31097010;GUAYARE;18/11/2011;COTA;550;79.21
31097010;GUAYARE;18/11/2011;COTA;600;79.02
31097010;GUAYARE;18/11/2011;COTA;650;79.22
31097010;GUAYARE;18/11/2011;COTA;700;79.26
31097010;GUAYARE;18/11/2011;COTA;750;78.47
31097010;GUAYARE;18/11/2011;COTA;800;78.57
31097010;GUAYARE;18/11/2011;COTA;850;77.68
31097010;GUAYARE;18/11/2011;COTA;900;77.69
31097010;GUAYARE;18/11/2011;COTA;940;77.68
31097010;GUAYARE;18/11/2011;COTA;980;76.77
31097010;GUAYARE;18/11/2011;COTA;1020;77.39
31097010;GUAYARE;18/11/2011;COTA;1060;85.29
31097010;GUAYARE;18/11/2011;COTA;1063;86.87
31097010;GUAYARE;18/11/2011;COTA;1065;88.435
31097010;GUAYARE;18/11/2011;COTA;1107;88.35
31097010;GUAYARE;18/11/2011;COTA;1280;88.348
31097010;GUAYARE;18/11/2011;COTA DESB IZQ;nan;88.435
31097010;GUAYARE;4/06/2010;COTA CERO;nan;76.532
31097010;GUAYARE;4/06/2010;COTA;0;92
31097010;GUAYARE;4/06/2010;COTA;0;92.687
31097010;GUAYARE;4/06/2010;COTA;44.6;89.062
31097010;GUAYARE;4/06/2010;COTA;70;79.312
31097010;GUAYARE;4/06/2010;COTA;110;77.052
31097010;GUAYARE;4/06/2010;COTA;150;75.512
31097010;GUAYARE;4/06/2010;COTA;210;77.082
31097010;GUAYARE;4/06/2010;COTA;260;78.752
31097010;GUAYARE;4/06/2010;COTA;310;79.312
31097010;GUAYARE;4/06/2010;COTA;370;79.542
31097010;GUAYARE;4/06/2010;COTA;430;79.702
31097010;GUAYARE;4/06/2010;COTA;490;79.862
31097010;GUAYARE;4/06/2010;COTA;540;79.792
31097010;GUAYARE;4/06/2010;COTA;600;79.812
31097010;GUAYARE;4/06/2010;COTA;655;79.842
31097010;GUAYARE;4/06/2010;COTA;705;79.842
31097010;GUAYARE;4/06/2010;COTA;755;79.932
31097010;GUAYARE;4/06/2010;COTA;805;78.252
31097010;GUAYARE;4/06/2010;COTA;855;76.612
31097010;GUAYARE;4/06/2010;COTA;905;76.782
31097010;GUAYARE;4/06/2010;COTA;955;76.962
31097010;GUAYARE;4/06/2010;COTA;1005;76.632
31097010;GUAYARE;4/06/2010;COTA;1055;76.242
31097010;GUAYARE;4/06/2010;COTA;1075;89.062
31097010;GUAYARE;4/06/2010;COTA;1082;90.895
31097010;GUAYARE;4/06/2010;COTA;1097;90.215
31097010;GUAYARE;4/06/2010;COTA;1112;89.655
31097010;GUAYARE;4/06/2010;COTA;1127;89.182
31097010;GUAYARE;4/06/2010;COTA;1225;91.213
31097010;GUAYARE;4/06/2010;COTA DESB IZQ;nan;90.895
31097010;GUAYARE;12/08/2012;COTA CERO;nan;76.53
31097010;GUAYARE;12/08/2012;COTA;0;92
31097010;GUAYARE;12/08/2012;COTA;0;93.128
31097010;GUAYARE;12/08/2012;COTA;50;91.722
31097010;GUAYARE;12/08/2012;COTA;95;90.698
31097010;GUAYARE;12/08/2012;COTA;100;90.15
31097010;GUAYARE;12/08/2012;COTA;155;84.56
31097010;GUAYARE;12/08/2012;COTA;175;76.68
31097010;GUAYARE;12/08/2012;COTA;205;74.12
31097010;GUAYARE;12/08/2012;COTA;255;75.28
31097010;GUAYARE;12/08/2012;COTA;305;75.98
31097010;GUAYARE;12/08/2012;COTA;355;77.05
31097010;GUAYARE;12/08/2012;COTA;405;78.11
31097010;GUAYARE;12/08/2012;COTA;465;78.52
31097010;GUAYARE;12/08/2012;COTA;525;79.03
31097010;GUAYARE;12/08/2012;COTA;585;79.94
31097010;GUAYARE;12/08/2012;COTA;645;79.72
31097010;GUAYARE;12/08/2012;COTA;705;79.61
31097010;GUAYARE;12/08/2012;COTA;765;79.34
31097010;GUAYARE;12/08/2012;COTA;825;79.08
31097010;GUAYARE;12/08/2012;COTA;875;78.82
31097010;GUAYARE;12/08/2012;COTA;915;78.59
31097010;GUAYARE;12/08/2012;COTA;955;78.39
31097010;GUAYARE;12/08/2012;COTA;995;78.1
31097010;GUAYARE;12/08/2012;COTA;1035;77.88
31097010;GUAYARE;12/08/2012;COTA;1075;78.28
31097010;GUAYARE;12/08/2012;COTA;1115;78.42
31097010;GUAYARE;12/08/2012;COTA;1165;83.63
31097010;GUAYARE;12/08/2012;COTA;1175;90.15
31097010;GUAYARE;12/08/2012;COTA;1175;90.895
31097010;GUAYARE;12/08/2012;COTA;1190;90.215
31097010;GUAYARE;12/08/2012;COTA;1205;89.655
31097010;GUAYARE;12/08/2012;COTA;1220;89.182
31097010;GUAYARE;12/08/2012;COTA;1318;91.213
31097010;GUAYARE;12/08/2012;COTA DESB IZQ;nan;90.895
31097010;GUAYARE;24/11/2012;COTA CERO;nan;76.532
31097010;GUAYARE;24/11/2012;COTA;0;92
31097010;GUAYARE;24/11/2012;COTA;0;91.646
31097010;GUAYARE;24/11/2012;COTA;86;89.742
31097010;GUAYARE;24/11/2012;COTA;106;84.134
31097010;GUAYARE;24/11/2012;COTA;130;76.334
31097010;GUAYARE;24/11/2012;COTA;160;76.664
31097010;GUAYARE;24/11/2012;COTA;190;76.394
31097010;GUAYARE;24/11/2012;COTA;220;76.184
31097010;GUAYARE;24/11/2012;COTA;260;76.954
31097010;GUAYARE;24/11/2012;COTA;300;77.734
31097010;GUAYARE;24/11/2012;COTA;350;78.034
31097010;GUAYARE;24/11/2012;COTA;430;78.294
31097010;GUAYARE;24/11/2012;COTA;500;78.824
31097010;GUAYARE;24/11/2012;COTA;570;79.334
31097010;GUAYARE;24/11/2012;COTA;630;79.494
31097010;GUAYARE;24/11/2012;COTA;690;79.574
31097010;GUAYARE;24/11/2012;COTA;750;78.934
31097010;GUAYARE;24/11/2012;COTA;810;78.434
31097010;GUAYARE;24/11/2012;COTA;860;78.294
31097010;GUAYARE;24/11/2012;COTA;910;78.064
31097010;GUAYARE;24/11/2012;COTA;960;78.044
31097010;GUAYARE;24/11/2012;COTA;1010;78.174
31097010;GUAYARE;24/11/2012;COTA;1060;79.104
31097010;GUAYARE;24/11/2012;COTA;1110;80.144
31097010;GUAYARE;24/11/2012;COTA;1119.5;84.134
31097010;GUAYARE;24/11/2012;COTA;1125;88.073
31097010;GUAYARE;24/11/2012;COTA;1132;90.896
31097010;GUAYARE;24/11/2012;COTA;1137;89.878
31097010;GUAYARE;24/11/2012;COTA;1152;89.796
31097010;GUAYARE;24/11/2012;COTA;1192;90.311
31097010;GUAYARE;24/11/2012;COTA;1197;91.021
31097010;GUAYARE;24/11/2012;COTA;1227;91.179
31097010;GUAYARE;24/11/2012;COTA DESB IZQ;nan;90.896
31097010;GUAYARE;29/08/2013;COTA CERO;nan;76.531
31097010;GUAYARE;29/08/2013;COTA;0;92
31097010;GUAYARE;29/08/2013;COTA;0;91.894
31097010;GUAYARE;29/08/2013;COTA;62;89.934
31097010;GUAYARE;29/08/2013;COTA;125;88.294
31097010;GUAYARE;29/08/2013;COTA;150;81.774
31097010;GUAYARE;29/08/2013;COTA;180;76.134
31097010;GUAYARE;29/08/2013;COTA;226;75.124
31097010;GUAYARE;29/08/2013;COTA;270;76.184
31097010;GUAYARE;29/08/2013;COTA;320;76.964
31097010;GUAYARE;29/08/2013;COTA;380;77.874
31097010;GUAYARE;29/08/2013;COTA;440;78.994
31097010;GUAYARE;29/08/2013;COTA;500;80.004
31097010;GUAYARE;29/08/2013;COTA;560;79.924
31097010;GUAYARE;29/08/2013;COTA;620;79.814
31097010;GUAYARE;29/08/2013;COTA;680;79.704
31097010;GUAYARE;29/08/2013;COTA;730;79.294
31097010;GUAYARE;29/08/2013;COTA;780;78.894
31097010;GUAYARE;29/08/2013;COTA;830;78.484
31097010;GUAYARE;29/08/2013;COTA;880;78.214
31097010;GUAYARE;29/08/2013;COTA;930;77.994
31097010;GUAYARE;29/08/2013;COTA;980;77.574
31097010;GUAYARE;29/08/2013;COTA;1030;77.804
31097010;GUAYARE;29/08/2013;COTA;1080;78.134
31097010;GUAYARE;29/08/2013;COTA;1130;85.784
31097010;GUAYARE;29/08/2013;COTA;1136;89.934
31097010;GUAYARE;29/08/2013;COTA;1136;90.934
31097010;GUAYARE;29/08/2013;COTA;1141;89.878
31097010;GUAYARE;29/08/2013;COTA;1156;89.796
31097010;GUAYARE;29/08/2013;COTA;1172;90.311
31097010;GUAYARE;29/08/2013;COTA;1177;91.021
31097010;GUAYARE;29/08/2013;COTA;1207;91.179
31097010;GUAYARE;19/09/2013;COTA CERO;nan;76.542
31097010;GUAYARE;19/09/2013;COTA;0;92
31097010;GUAYARE;19/09/2013;COTA;0;90.239
31097010;GUAYARE;19/09/2013;COTA;10;89.53
31097010;GUAYARE;19/09/2013;COTA;10;89.53
31097010;GUAYARE;19/09/2013;COTA;39;82.53
31097010;GUAYARE;19/09/2013;COTA;89;76.03
31097010;GUAYARE;19/09/2013;COTA;139;74.49
31097010;GUAYARE;19/09/2013;COTA;189;74.53
31097010;GUAYARE;19/09/2013;COTA;239;76.61
31097010;GUAYARE;19/09/2013;COTA;289;77.53
31097010;GUAYARE;19/09/2013;COTA;339;78.81
31097010;GUAYARE;19/09/2013;COTA;389;78.88
31097010;GUAYARE;19/09/2013;COTA;439;79.97
31097010;GUAYARE;19/09/2013;COTA;489;79.61
31097010;GUAYARE;19/09/2013;COTA;539;80.48
31097010;GUAYARE;19/09/2013;COTA;589;79.31
31097010;GUAYARE;19/09/2013;COTA;639;79.86
31097010;GUAYARE;19/09/2013;COTA;689;79.88
31097010;GUAYARE;19/09/2013;COTA;739;78.21
31097010;GUAYARE;19/09/2013;COTA;789;78.63
31097010;GUAYARE;19/09/2013;COTA;839;78.31
31097010;GUAYARE;19/09/2013;COTA;889;77.53
31097010;GUAYARE;19/09/2013;COTA;939;77.08
31097010;GUAYARE;19/09/2013;COTA;989;76.88
31097010;GUAYARE;19/09/2013;COTA;1039;77.43
31097010;GUAYARE;19/09/2013;COTA;1089;77.53
31097010;GUAYARE;19/09/2013;COTA;1119;89.53
31097010;GUAYARE;19/09/2013;COTA;1122;90.078
31097010;GUAYARE;19/09/2013;COTA;1125;90.902
31097010;GUAYARE;19/09/2013;COTA;1135;90.82
31097010;GUAYARE;19/09/2013;COTA;1140;90.182
31097010;GUAYARE;19/09/2013;COTA;1160;90.076
31097010;GUAYARE;19/09/2013;COTA DESB IZQ;nan;76.542
31097010;GUAYARE;21/11/2014;COTA CERO;nan;76.531
31097010;GUAYARE;21/11/2014;COTA;0;92
31097010;GUAYARE;21/11/2014;COTA;0;90.514
31097010;GUAYARE;21/11/2014;COTA;68;85.864
31097010;GUAYARE;21/11/2014;COTA;90;80.964
31097010;GUAYARE;21/11/2014;COTA;120;73.634
31097010;GUAYARE;21/11/2014;COTA;160;73.334
31097010;GUAYARE;21/11/2014;COTA;210;75.164
31097010;GUAYARE;21/11/2014;COTA;260;76.874
31097010;GUAYARE;21/11/2014;COTA;330;78.624
31097010;GUAYARE;21/11/2014;COTA;400;79.714
31097010;GUAYARE;21/11/2014;COTA;480;79.284
31097010;GUAYARE;21/11/2014;COTA;560;79.104
31097010;GUAYARE;21/11/2014;COTA;630;79.034
31097010;GUAYARE;21/11/2014;COTA;700;79.114
31097010;GUAYARE;21/11/2014;COTA;760;78.824
31097010;GUAYARE;21/11/2014;COTA;820;78.484
31097010;GUAYARE;21/11/2014;COTA;870;78.294
31097010;GUAYARE;21/11/2014;COTA;920;77.914
31097010;GUAYARE;21/11/2014;COTA;970;77.694
31097010;GUAYARE;21/11/2014;COTA;1020;77.654
31097010;GUAYARE;21/11/2014;COTA;1070;79.684
31097010;GUAYARE;21/11/2014;COTA;1092;85.864
31097010;GUAYARE;21/11/2014;COTA;1136;90.934
31097010;GUAYARE;21/11/2014;COTA;1141;89.878
31097010;GUAYARE;21/11/2014;COTA;1156;89.796
31097010;GUAYARE;21/11/2014;COTA;1172;90.311
31097010;GUAYARE;21/11/2014;COTA;1177;91.021
31097010;GUAYARE;21/11/2014;COTA;1207;91.179
31097010;GUAYARE;21/11/2014;COTA DESB IZQ;nan;76.531
31097010;GUAYARE;15/06/2015;COTA CERO;nan;76.535
31097010;GUAYARE;15/06/2015;COTA;0;92
31097010;GUAYARE;15/06/2015;COTA;48;88.855
31097010;GUAYARE;15/06/2015;COTA;70;78.695
31097010;GUAYARE;15/06/2015;COTA;100;75.745
31097010;GUAYARE;15/06/2015;COTA;150;74.885
31097010;GUAYARE;15/06/2015;COTA;200;75.195
31097010;GUAYARE;15/06/2015;COTA;260;77.195
31097010;GUAYARE;15/06/2015;COTA;320;79.105
31097010;GUAYARE;15/06/2015;COTA;380;79.005
31097010;GUAYARE;15/06/2015;COTA;440;79.095
31097010;GUAYARE;15/06/2015;COTA;510;79.405
31097010;GUAYARE;15/06/2015;COTA;580;79.855
31097010;GUAYARE;15/06/2015;COTA;650;79.225
31097010;GUAYARE;15/06/2015;COTA;720;78.845
31097010;GUAYARE;15/06/2015;COTA;790;78.885
31097010;GUAYARE;15/06/2015;COTA;850;78.965
31097010;GUAYARE;15/06/2015;COTA;900;78.605
31097010;GUAYARE;15/06/2015;COTA;950;77.705
31097010;GUAYARE;15/06/2015;COTA;1000;78.105
31097010;GUAYARE;15/06/2015;COTA;1050;78.575
31097010;GUAYARE;15/06/2015;COTA;1085;84.735
31097010;GUAYARE;15/06/2015;COTA;1095;88.855
31097010;GUAYARE;15/06/2015;COTA;1120;90.915
31097010;GUAYARE;15/06/2015;COTA DESB IZQ;nan;90.915
31097010;GUAYARE;23/05/2016;COTA CERO;nan;76.535
31097010;GUAYARE;23/08/2016;COTA CERO;nan;76.523
31097010;GUAYARE;23/08/2016;COTA DESB IZQ;5;90.538
31097010;GUAYARE;23/08/2016;COTA DESB DER;1072.95;90.538
31097010;GUAYARE;23/08/2016;COTA;0;91.523
31097010;GUAYARE;23/08/2016;COTA;5.9;91.188
31097010;GUAYARE;23/08/2016;COTA;5.9;89.738
31097010;GUAYARE;23/08/2016;COTA;51;80.588
31097010;GUAYARE;23/08/2016;COTA;103;75.688
31097010;GUAYARE;23/08/2016;COTA;155;74.368
31097010;GUAYARE;23/08/2016;COTA;207;74.868
31097010;GUAYARE;23/08/2016;COTA;247;76.788
31097010;GUAYARE;23/08/2016;COTA;287;77.488
31097010;GUAYARE;23/08/2016;COTA;327;77.918
31097010;GUAYARE;23/08/2016;COTA;367;78.388
31097010;GUAYARE;23/08/2016;COTA;407;78.488
31097010;GUAYARE;23/08/2016;COTA;447;78.348
31097010;GUAYARE;23/08/2016;COTA;487;78.688
31097010;GUAYARE;23/08/2016;COTA;527;79.408
31097010;GUAYARE;23/08/2016;COTA;567;78.988
31097010;GUAYARE;23/08/2016;COTA;607;77.988
31097010;GUAYARE;23/08/2016;COTA;647;78.788
31097010;GUAYARE;23/08/2016;COTA;687;77.888
31097010;GUAYARE;23/08/2016;COTA;727;76.988
31097010;GUAYARE;23/08/2016;COTA;767;77.188
31097010;GUAYARE;23/08/2016;COTA;807;77.788
31097010;GUAYARE;23/08/2016;COTA;847;77.028
31097010;GUAYARE;23/08/2016;COTA;887;76.988
31097010;GUAYARE;23/08/2016;COTA;947;77.188
31097010;GUAYARE;23/08/2016;COTA;1007;88.588
31097010;GUAYARE;23/08/2016;COTA;1067.95;88.678
31097010;GUAYARE;23/08/2016;COTA;1072.95;90.538
31097010;GUAYARE;21/11/2016;COTA CERO;nan;76.521
31097010;GUAYARE;21/11/2016;COTA DESB IZQ;7;89.521
31097010;GUAYARE;21/11/2016;COTA DESB DER;1163.5;89.521
31097010;GUAYARE;21/11/2016;COTA;7;89.521
31097010;GUAYARE;21/11/2016;COTA;14;84.939
31097010;GUAYARE;21/11/2016;COTA;14;84.939
31097010;GUAYARE;21/11/2016;COTA;20;75.249
31097010;GUAYARE;21/11/2016;COTA;36;73.659
31097010;GUAYARE;21/11/2016;COTA;56;74.029
31097010;GUAYARE;21/11/2016;COTA;106;75.459
31097010;GUAYARE;21/11/2016;COTA;156;76.679
31097010;GUAYARE;21/11/2016;COTA;206;77.879
31097010;GUAYARE;21/11/2016;COTA;256;79.249
31097010;GUAYARE;21/11/2016;COTA;306;78.819
31097010;GUAYARE;21/11/2016;COTA;356;79.329
31097010;GUAYARE;21/11/2016;COTA;406;79.469
31097010;GUAYARE;21/11/2016;COTA;456;79.379
31097010;GUAYARE;21/11/2016;COTA;506;79.409
31097010;GUAYARE;21/11/2016;COTA;556;79.479
31097010;GUAYARE;21/11/2016;COTA;606;78.979
31097010;GUAYARE;21/11/2016;COTA;656;78.729
31097010;GUAYARE;21/11/2016;COTA;706;77.769
31097010;GUAYARE;21/11/2016;COTA;756;78.149
31097010;GUAYARE;21/11/2016;COTA;806;77.779
31097010;GUAYARE;21/11/2016;COTA;856;78.689
31097010;GUAYARE;21/11/2016;COTA;906;77.509
31097010;GUAYARE;21/11/2016;COTA;956;77.949
31097010;GUAYARE;21/11/2016;COTA;1006;77.839
31097010;GUAYARE;21/11/2016;COTA;1056;77.479
31097010;GUAYARE;21/11/2016;COTA;1106;77.519
31097010;GUAYARE;21/11/2016;COTA;1156;84.939
31097010;GUAYARE;21/11/2016;COTA;1163.5;90.198
31097010;GUAYARE;21/11/2016;COTA;1183.5;90.564
31097010;GUAYARE;5/06/2017;COTA CERO;nan;76.522
31097010;GUAYARE;10/10/2017;COTA CERO;nan;76.525
31097010;GUAYARE;10/10/2017;COTA DESB IZQ;116;86.083
31097010;GUAYARE;10/10/2017;COTA DESB DER;1185;86.083
31097010;GUAYARE;10/10/2017;COTA;0;92
31097010;GUAYARE;10/10/2017;COTA;37;92.032
31097010;GUAYARE;10/10/2017;COTA;77;90.522
31097010;GUAYARE;10/10/2017;COTA;97;89.432
31097010;GUAYARE;10/10/2017;COTA;116;86.165
31097010;GUAYARE;10/10/2017;COTA;116;86.165
31097010;GUAYARE;10/10/2017;COTA;137;80.145
31097010;GUAYARE;10/10/2017;COTA;167;75.665
31097010;GUAYARE;10/10/2017;COTA;197;74.745
31097010;GUAYARE;10/10/2017;COTA;237;75.815
31097010;GUAYARE;10/10/2017;COTA;277;77.155
31097010;GUAYARE;10/10/2017;COTA;327;77.815
31097010;GUAYARE;10/10/2017;COTA;397;78.665
31097010;GUAYARE;10/10/2017;COTA;427;78.815
31097010;GUAYARE;10/10/2017;COTA;477;79.075
31097010;GUAYARE;10/10/2017;COTA;527;79.125
31097010;GUAYARE;10/10/2017;COTA;577;79.165
31097010;GUAYARE;10/10/2017;COTA;637;78.845
31097010;GUAYARE;10/10/2017;COTA;397;78.715
31097010;GUAYARE;10/10/2017;COTA;757;78.965
31097010;GUAYARE;10/10/2017;COTA;817;79.345
31097010;GUAYARE;10/10/2017;COTA;867;79.125
31097010;GUAYARE;10/10/2017;COTA;917;79.185
31097010;GUAYARE;10/10/2017;COTA;967;78.995
31097010;GUAYARE;10/10/2017;COTA;1017;79.165
31097010;GUAYARE;10/10/2017;COTA;1067;78.295
31097010;GUAYARE;10/10/2017;COTA;1117;77.995
31097010;GUAYARE;10/10/2017;COTA;1167;80.315
31097010;GUAYARE;10/10/2017;COTA;1177;86.165
31097010;GUAYARE;10/10/2017;COTA;1185;86.083
31097010;GUAYARE;10/10/2017;COTA;1220;85.982
32097010;MAPIRIPAN;23/03/2007;COTA CERO;nan;146.925
32097010;MAPIRIPAN;23/03/2007;COTA;0;158
32097010;MAPIRIPAN;23/03/2007;COTA;17;149.988
32097010;MAPIRIPAN;23/03/2007;COTA;28;146.868
32097010;MAPIRIPAN;23/03/2007;COTA;38;144.988
32097010;MAPIRIPAN;23/03/2007;COTA;48;142.638
32097010;MAPIRIPAN;23/03/2007;COTA;58;142.398
32097010;MAPIRIPAN;23/03/2007;COTA;68;141.988
32097010;MAPIRIPAN;23/03/2007;COTA;78;142.138
32097010;MAPIRIPAN;23/03/2007;COTA;88;142.228
32097010;MAPIRIPAN;23/03/2007;COTA;98;142.548
32097010;MAPIRIPAN;23/03/2007;COTA;108;142.858
32097010;MAPIRIPAN;23/03/2007;COTA;118;142.918
32097010;MAPIRIPAN;23/03/2007;COTA;128;142.988
32097010;MAPIRIPAN;23/03/2007;COTA;138;143.238
32097010;MAPIRIPAN;23/03/2007;COTA;148;143.968
32097010;MAPIRIPAN;23/03/2007;COTA;158;144.778
32097010;MAPIRIPAN;23/03/2007;COTA;168;145.338
32097010;MAPIRIPAN;23/03/2007;COTA;178;146.018
32097010;MAPIRIPAN;23/03/2007;COTA;188;147.438
32097010;MAPIRIPAN;23/03/2007;COTA;198;147.798
32097010;MAPIRIPAN;23/03/2007;COTA;208;148.238
32097010;MAPIRIPAN;23/03/2007;COTA;218;149.158
32097010;MAPIRIPAN;23/03/2007;COTA;238;149.988
32097010;MAPIRIPAN;23/03/2007;COTA;250;154.932
32097010;MAPIRIPAN;9/11/2008;COTA CERO;nan;146.769
32097010;MAPIRIPAN;9/11/2008;COTA DESB DER;288;156.336
32097010;MAPIRIPAN;9/11/2008;COTA;0;158.005
32097010;MAPIRIPAN;9/11/2008;COTA;2;157.961
32097010;MAPIRIPAN;9/11/2008;COTA;4;157.65
32097010;MAPIRIPAN;9/11/2008;COTA;7;156.336
32097010;MAPIRIPAN;9/11/2008;COTA;17;151.716
32097010;MAPIRIPAN;9/11/2008;COTA;29;145.656
32097010;MAPIRIPAN;9/11/2008;COTA;41;142.626
32097010;MAPIRIPAN;9/11/2008;COTA;53;141.236
32097010;MAPIRIPAN;9/11/2008;COTA;65;140.886
32097010;MAPIRIPAN;9/11/2008;COTA;77;140.726
32097010;MAPIRIPAN;9/11/2008;COTA;89;141.316
32097010;MAPIRIPAN;9/11/2008;COTA;101;142.356
32097010;MAPIRIPAN;9/11/2008;COTA;113;143.546
32097010;MAPIRIPAN;9/11/2008;COTA;125;142.606
32097010;MAPIRIPAN;9/11/2008;COTA;137;144.296
32097010;MAPIRIPAN;9/11/2008;COTA;152;143.676
32097010;MAPIRIPAN;9/11/2008;COTA;167;143.926
32097010;MAPIRIPAN;9/11/2008;COTA;182;146.806
32097010;MAPIRIPAN;9/11/2008;COTA;197;146.566
32097010;MAPIRIPAN;9/11/2008;COTA;212;146.556
32097010;MAPIRIPAN;9/11/2008;COTA;227;148.286
32097010;MAPIRIPAN;9/11/2008;COTA;242;148.636
32097010;MAPIRIPAN;9/11/2008;COTA;257;150.456
32097010;MAPIRIPAN;9/11/2008;COTA;272;152.486
32097010;MAPIRIPAN;9/11/2008;COTA;287.6;156.336
32097010;MAPIRIPAN;9/11/2008;COTA;288;156.336
32097010;MAPIRIPAN;12/07/2008;COTA CERO;nan;138.761
32097010;MAPIRIPAN;12/07/2008;COTA DESB IZQ;1;149.993
32097010;MAPIRIPAN;12/07/2008;COTA DESB DER;240;149.251
32097010;MAPIRIPAN;12/07/2008;COTA;0;158
32097010;MAPIRIPAN;12/07/2008;COTA;0;151.685
32097010;MAPIRIPAN;12/07/2008;COTA;0;149.993
32097010;MAPIRIPAN;12/07/2008;COTA;0;149.761
32097010;MAPIRIPAN;12/07/2008;COTA;5;149.08
32097010;MAPIRIPAN;12/07/2008;COTA;5;149.08
32097010;MAPIRIPAN;12/07/2008;COTA;20;144.58
32097010;MAPIRIPAN;12/07/2008;COTA;33;136.98
32097010;MAPIRIPAN;12/07/2008;COTA;43;136.03
32097010;MAPIRIPAN;12/07/2008;COTA;53;135.46
32097010;MAPIRIPAN;12/07/2008;COTA;63;134.41
32097010;MAPIRIPAN;12/07/2008;COTA;73;132.08
32097010;MAPIRIPAN;12/07/2008;COTA;83;132.22
32097010;MAPIRIPAN;12/07/2008;COTA;93;132.43
32097010;MAPIRIPAN;12/07/2008;COTA;103;132.78
32097010;MAPIRIPAN;12/07/2008;COTA;113;133.33
32097010;MAPIRIPAN;12/07/2008;COTA;123;133.76
32097010;MAPIRIPAN;12/07/2008;COTA;133;134.83
32097010;MAPIRIPAN;12/07/2008;COTA;145;135.52
32097010;MAPIRIPAN;12/07/2008;COTA;157;136.5
32097010;MAPIRIPAN;12/07/2008;COTA;169;138.23
32097010;MAPIRIPAN;12/07/2008;COTA;181;138.44
32097010;MAPIRIPAN;12/07/2008;COTA;193;138.71
32097010;MAPIRIPAN;12/07/2008;COTA;205;139.31
32097010;MAPIRIPAN;12/07/2008;COTA;217;140.94
32097010;MAPIRIPAN;12/07/2008;COTA;229;142.73
32097010;MAPIRIPAN;12/07/2008;COTA;241;149.08
